Frame,Total_Brightness,Average_Brightness,Max_Value,Max_X,Max_Y
773,60530879,77.46941071,255,1165,0
774,60567506,77.51628715,255,1165,0
775,60549041,77.49265504,255,1167,0
776,60604935,77.56419002,255,1165,0
777,60597232,77.55433147,255,1161,0
778,60655114,77.62841075,255,1159,0
779,60636281,77.60430766,255,1157,0
780,60741867,77.7394401,255,1155,0
781,60804401,77.81947317,255,1152,0
782,61060853,78.14768888,255,1145,0
783,61060716,78.14751354,255,1145,0
784,61241208,78.37851314,255,1142,0
785,61464554,78.6643587,255,1136,0
786,61525316,78.74212391,255,1136,0
787,61605067,78.84419186,255,1135,0
788,61700789,78.96670003,255,1131,0
789,61657828,78.91171713,255,1134,0
790,61714466,78.9842043,255,1134,0
791,61651547,78.9036785,255,1134,0
792,61653461,78.9061281,255,1134,0
793,61637362,78.88552407,255,1135,0
794,61630884,78.87723331,255,1135,0
795,61684586,78.9459629,255,1131,0
796,61673247,78.93145087,255,1134,0
797,61720534,78.99197033,255,1133,0
798,61776861,79.06405948,255,1129,0
799,61829728,79.1317204,255,1129,0
800,61986654,79.33255946,255,1128,0
801,62042071,79.40348396,255,1125,0
802,62379908,79.83585887,255,1118,0
803,62633659,80.16061775,255,1114,0
804,62804877,80.37974818,255,1109,0
805,63017661,80.65207614,255,1105,0
806,63073132,80.72306976,255,1103,0
807,63108544,80.7683912,255,1103,0
808,63153798,80.82630876,255,1104,0
809,63115708,80.77755992,255,1104,0
810,63143157,80.81269006,255,1104,0
811,63139974,80.80861635,255,1104,0
812,63108549,80.7683976,255,1103,0
813,63094190,80.75002048,255,1103,0
814,63165750,80.84160532,255,1104,0
815,55269656,70.7359244,255,1103,0
816,63161646,80.83635289,255,1103,0
817,63185696,80.86713287,255,1104,0
818,63220730,80.91197053,255,1104,0
819,63432162,81.18256816,255,1100,0
820,63588437,81.38257405,255,1093,0
821,63748043,81.58684306,255,1091,0
822,64090507,82.02513976,255,1085,0
823,64222922,82.19460883,255,1084,0
824,64367907,82.38016541,255,1082,0
825,64474930,82.51713696,255,1079,0
826,64513783,82.56686231,255,1077,0
827,64517525,82.57165145,255,1079,0
828,64550866,82.61432235,255,1080,0
829,64550427,82.61376051,255,1080,0
830,64554225,82.61862131,255,1080,0
831,64517878,82.57210323,255,1081,0
832,64518872,82.57337538,255,1081,0
833,64520039,82.57486895,255,1078,0
834,64510620,82.5628142,255,1077,0
835,64538224,82.59814271,255,1077,0
836,64541079,82.60179663,255,1078,0
837,64544751,82.60649618,255,1078,0
838,64616993,82.69895386,255,1077,0
839,64682311,82.78254999,255,1079,0
840,64822505,82.96197488,255,1073,0
841,64949853,83.12495905,255,1071,0
842,65379503,83.67483925,255,1070,0
843,65609406,83.96907668,255,1061,0
844,65806044,84.22074046,255,1062,0
845,66216612,84.7461989,255,1052,0
846,66218345,84.74841685,255,1052,0
847,66433143,85.0233224,255,1050,0
848,66434151,85.02461247,255,1049,0
849,66486211,85.09124057,255,1050,0
850,66487575,85.09298626,255,1049,0
851,66446875,85.04089706,255,1049,0
852,66478734,85.08167126,255,1049,0
853,66513962,85.12675721,255,1049,0
854,66512886,85.12538011,255,1049,0
855,66523334,85.1387518,255,1049,0
856,66536313,85.15536276,255,1050,0
857,66530251,85.14760441,255,1050,0
858,66559240,85.18470548,255,1047,0
859,66559980,85.18565256,255,1047,0
860,66657596,85.31058473,255,1046,0
861,66770476,85.45505227,255,1044,0
862,66918081,85.643962,255,1042,0
863,67419409,86.28557807,255,1036,0
864,67692025,86.634481,255,1032,0
865,67948074,86.96218094,255,1031,0
866,68236787,87.33168534,255,1027,0
867,68365497,87.49641263,255,1025,0
868,68371880,87.5045818,255,1025,0
869,68429679,87.57855486,255,1025,0
870,68466284,87.62540315,255,1025,0
871,68460356,87.6178163,255,1025,0
872,68456691,87.61312571,255,1025,0
873,68445125,87.59832316,255,1023,0
874,68445435,87.59871991,255,1023,0
875,68443368,87.5960745,255,1025,0
876,68462957,87.62114514,255,1025,0
877,68469899,87.63002974,255,1025,0
878,68603741,87.80132514,255,1021,0
879,68604793,87.80267152,255,1021,0
880,68972373,88.2731125,255,1017,0
881,69180490,88.53946749,255,1018,0
882,69222572,88.59332542,255,1018,0
883,70018448,89.61191371,255,1002,0
884,70094665,89.70945873,255,1000,0
885,70211760,89.85932077,255,1004,0
886,70236146,89.89053077,255,1004,0
887,70304164,89.97758245,255,1004,0
888,70307514,89.98186989,255,1004,0
889,70321900,90.00028156,255,1004,0
890,70316836,89.99380049,255,1004,0
891,70376277,90.06987504,255,1004,0
892,70377532,90.07148123,255,1004,0
893,70380641,90.07546023,255,1004,0
894,70347440,90.0329685,255,1002,0
895,70343180,90.02751641,255,1002,0
896,70327737,90.00775195,255,1008,0
897,70412519,90.11625874,255,1006,0
898,70572427,90.32091426,255,1004,0
899,70647433,90.41690941,255,994,0
900,70893471,90.73179694,255,991,0
901,71165061,91.07938676,255,990,0
902,71686240,91.74640879,255,986,0
903,71924355,92.0511562,255,982,0
904,72231643,92.44443349,255,978,0
905,72450206,92.72415761,255,976,0
906,72616038,92.93639486,255,974,0
907,72680768,93.01923845,255,970,0
908,72694378,93.03665697,255,970,0
909,72825368,93.20430229,255,970,0
910,72823988,93.20253612,255,974,0
911,72857567,93.24551163,255,974,0
912,72862363,93.2516497,255,974,0
913,72865023,93.25505406,255,974,0
914,72841501,93.22494983,255,974,0
915,72859998,93.2486229,255,974,0
916,72882304,93.27717085,255,971,0
917,72874388,93.2670397,255,974,0
918,72858227,93.24635632,255,974,0
919,72873207,93.26552821,255,970,0
920,72873774,93.26625388,255,971,0
921,72871659,93.26354703,255,971,0
922,72819048,93.19621374,255,971,0
923,72819829,93.19721329,255,974,0
924,72871223,93.26298902,255,974,0
925,72845413,93.22995654,255,974,0
926,72837755,93.22015558,255,974,0
927,72819999,93.19743086,255,975,0
928,72835874,93.21774821,255,970,0
929,72827841,93.20746731,255,970,0
930,72822658,93.20083394,255,972,0
931,72832895,93.21393559,255,972,0
932,72821430,93.1992623,255,975,0
933,72833642,93.21489162,255,975,0
934,72873298,93.26564468,255,975,0
935,72851512,93.23776224,255,975,0
936,72851869,93.23821914,255,975,0
937,72824435,93.2031082,255,975,0
938,72840326,93.22344603,255,975,0
939,72858546,93.24676458,255,971,0
940,72871313,93.26310421,255,971,0
941,72871927,93.26389003,255,971,0
942,72848857,93.23436428,255,971,0
943,68051755,87.09487529,255,971,0
944,72851299,93.23748963,255,971,0
945,72899563,93.29925949,255,975,0
946,72880259,93.27455359,255,970,0
947,72884150,93.27953342,255,970,0
948,72858513,93.24672235,255,971,0
949,72848262,93.23360278,255,971,0
950,72859020,93.24737122,255,971,0
951,72859913,93.24851411,255,975,0
952,72869999,93.26142251,255,975,0
953,72880315,93.27462526,255,975,0
954,72858193,93.2463128,255,975,0
955,72891014,93.2883182,255,975,0
956,72871326,93.26312085,255,975,0
957,72865168,93.25523964,255,975,0
958,72839076,93.22184624,255,970,0
959,72870918,93.26259868,255,970,0
960,72879834,93.27400967,255,970,0
961,72887490,93.28380807,255,970,0
962,72884822,93.28039347,255,970,0
963,72842196,93.22583931,255,970,0
964,72842657,93.22642932,255,970,0
965,72852650,93.23921869,255,970,0
966,72866722,93.2572285,255,972,0
967,72897347,93.29642338,255,972,0
968,72878031,93.27170213,255,970,0
969,72874290,93.26691427,255,970,0
970,72892090,93.2896953,255,970,0
971,72874439,93.26710497,255,970,0
972,72874727,93.26747356,255,970,0
973,72854411,93.24147247,255,970,0
974,72854620,93.24173996,255,970,0
975,72865504,93.25566966,255,970,0
976,72840874,93.22414738,255,970,0
977,72855059,93.24230181,255,970,0
